År;Församlings-kod;Kommun;Församling;Summa, inkl. kyrkoavgift;Summa, exkl. kyrkoavgift;Kommunal-skatt;Landstings-skatt;Begravnings-avgift;Kyrkoavgift
2023;09 80;GOTLAND;AKEBÄCKS FÖRSAMLING;35.708;33.858;33.60;0.00;0.258;1.85
2023;09 80;GOTLAND;ALVA, HEMSE OCH RONE FÖRSAMLING;35.608;33.858;33.60;0.00;0.258;1.75
2023;09 80;GOTLAND;BARLINGBO FÖRSAMLING;35.708;33.858;33.60;0.00;0.258;1.85
2023;09 80;GOTLAND;BJÖRKE FÖRSAMLING;35.708;33.858;33.60;0.00;0.258;1.85
2023;09 80;GOTLAND;BUNGE, RUTE OCH FLERINGE FÖRSAMLING;35.648;33.858;33.60;0.00;0.258;1.79
2023;09 80;GOTLAND;DALHEMS FÖRSAMLING;35.708;33.858;33.60;0.00;0.258;1.85
2023;09 80;GOTLAND;EKSTA FÖRSAMLING;35.588;33.858;33.60;0.00;0.258;1.73
2023;09 80;GOTLAND;ENDRE FÖRSAMLING;35.708;33.858;33.60;0.00;0.258;1.85
2023;09 80;GOTLAND;ESKELHEM-TOFTA FÖRSAMLING;35.258;33.858;33.60;0.00;0.258;1.40
2023;09 80;GOTLAND;FARDHEMS FÖRSAMLING;35.568;33.858;33.60;0.00;0.258;1.71
2023;09 80;GOTLAND;FOLLINGBO FÖRSAMLING;35.708;33.858;33.60;0.00;0.258;1.85
2023;09 80;GOTLAND;FORSA FÖRSAMLING;35.648;33.858;33.60;0.00;0.258;1.79
2023;09 80;GOTLAND;FRÖJELS FÖRSAMLING;35.588;33.858;33.60;0.00;0.258;1.73
2023;09 80;GOTLAND;FÅRÖ FÖRSAMLING;35.648;33.858;33.60;0.00;0.258;1.79
2023;09 80;GOTLAND;GARDE FÖRSAMLING;35.458;33.858;33.60;0.00;0.258;1.60
2023;09 80;GOTLAND;GERUMS FÖRSAMLING;35.568;33.858;33.60;0.00;0.258;1.71
2023;09 80;GOTLAND;GOTHEMS FÖRSAMLING;35.648;33.858;33.60;0.00;0.258;1.79
2023;09 80;GOTLAND;HAVDHEMS FÖRSAMLING;35.608;33.858;33.60;0.00;0.258;1.75
2023;09 80;GOTLAND;HEJDE FÖRSAMLING;35.588;33.858;33.60;0.00;0.258;1.73
2023;09 80;GOTLAND;HEJDEBY FÖRSAMLING;35.708;33.858;33.60;0.00;0.258;1.85
2023;09 80;GOTLAND;HOBURGS FÖRSAMLING;35.608;33.858;33.60;0.00;0.258;1.75
2023;09 80;GOTLAND;KLINTE FÖRSAMLING;35.588;33.858;33.60;0.00;0.258;1.73
2023;09 80;GOTLAND;LEVIDE FÖRSAMLING;35.568;33.858;33.60;0.00;0.258;1.71
2023;09 80;GOTLAND;LINDE FÖRSAMLING;35.568;33.858;33.60;0.00;0.258;1.71
2023;09 80;GOTLAND;LOJSTA FÖRSAMLING;35.568;33.858;33.60;0.00;0.258;1.71
2023;09 80;GOTLAND;NÄR-LAU FÖRSAMLING;35.418;33.858;33.60;0.00;0.258;1.56
2023;09 80;GOTLAND;OTHEM-BOGE FÖRSAMLING;35.648;33.858;33.60;0.00;0.258;1.79
2023;09 80;GOTLAND;ROMA FÖRSAMLING;35.708;33.858;33.60;0.00;0.258;1.85
2023;09 80;GOTLAND;SANDA, VÄSTERGARN OCH MÄSTERBY FÖRSA;35.588;33.858;33.60;0.00;0.258;1.73
2023;09 80;GOTLAND;SPROGE FÖRSAMLING;35.588;33.858;33.60;0.00;0.258;1.73
2023;09 80;GOTLAND;STENKUMLA FÖRSAMLING;35.288;33.858;33.60;0.00;0.258;1.43
2023;09 80;GOTLAND;STENKYRKA FÖRSAMLING;35.648;33.858;33.60;0.00;0.258;1.79
2023;09 80;GOTLAND;STÅNGA-BURS FÖRSAMLING;35.418;33.858;33.60;0.00;0.258;1.56
2023;09 80;GOTLAND;VALL, HOGRÄN OCH ATLINGBO FÖRSAMLING;35.258;33.858;33.60;0.00;0.258;1.40
2023;09 80;GOTLAND;VISBY DOMKYRKOFÖRSAMLING;35.308;33.858;33.60;0.00;0.258;1.45
2023;09 80;GOTLAND;VÄNGE FÖRSAMLING;35.708;33.858;33.60;0.00;0.258;1.85
2023;09 80;GOTLAND;VÄSKINDE FÖRSAMLING;35.648;33.858;33.60;0.00;0.258;1.79
2023;09 80;GOTLAND;VÄTE FÖRSAMLING;35.588;33.858;33.60;0.00;0.258;1.73
2023;09 80;GOTLAND;ÖSTERGARNS FÖRSAMLING;35.708;33.858;33.60;0.00;0.258;1.85
2023;10 60;OLOFSTRÖM;JÄMSHÖGS FÖRSAMLING;35.188;34.008;21.71;12.04;0.258;1.18
2023;10 60;OLOFSTRÖM;KYRKHULTS FÖRSAMLING;35.158;34.008;21.71;12.04;0.258;1.15
2023;10 80;KARLSKRONA;ASPÖ FÖRSAMLING;34.968;33.948;21.65;12.04;0.258;1.02
2023;10 80;KARLSKRONA;FRIDLEVSTADS FÖRSAMLING;35.088;33.948;21.65;12.04;0.258;1.14
2023;10 80;KARLSKRONA;JÄMJÖ FÖRSAMLING;35.028;33.948;21.65;12.04;0.258;1.08
2023;10 80;KARLSKRONA;KARLSKRONA STADSFÖRSAMLING;34.968;33.948;21.65;12.04;0.258;1.02
2023;10 80;KARLSKRONA;KRISTIANOPELS FÖRSAMLING;35.028;33.948;21.65;12.04;0.258;1.08
2023;10 80;KARLSKRONA;LYCKÅ FÖRSAMLING;34.888;33.948;21.65;12.04;0.258;0.94
2023;10 80;KARLSKRONA;NÄTTRABY-HASSLÖ FÖRSAMLING;34.908;33.948;21.65;12.04;0.258;0.96
2023;10 80;KARLSKRONA;RAMDALA FÖRSAMLING;35.028;33.948;21.65;12.04;0.258;1.08
2023;10 80;KARLSKRONA;RÖDEBY FÖRSAMLING;35.068;33.948;21.65;12.04;0.258;1.12
2023;10 80;KARLSKRONA;STURKÖ FÖRSAMLING;35.028;33.948;21.65;12.04;0.258;1.08
2023;10 80;KARLSKRONA;TORHAMNS FÖRSAMLING;35.028;33.948;21.65;12.04;0.258;1.08
2023;10 80;KARLSKRONA;KARLSKRONA AMIRALITETSFÖRSAMLING;34.938;33.948;21.65;12.04;0.258;0.99
2023;10 81;RONNEBY;BRÄKNE-HOBY FÖRSAMLING;35.228;34.108;21.81;12.04;0.258;1.12
2023;10 81;RONNEBY;RONNEBY FÖRSAMLING;35.228;34.108;21.81;12.04;0.258;1.12
2023;10 82;KARLSHAMN;ASARUM-RINGAMÅLA FÖRSAMLING;35.678;34.628;22.33;12.04;0.258;1.05
2023;10 82;KARLSHAMN;KARLSHAMNS FÖRSAMLING;35.588;34.628;22.33;12.04;0.258;0.96
2023;10 82;KARLSHAMN;MÖRRUM-ELLEHOLMS FÖRSAMLING;35.758;34.628;22.33;12.04;0.258;1.13
2023;10 83;SÖLVESBORG;MJÄLLBY FÖRSAMLING;35.188;34.118;21.82;12.04;0.258;1.07
2023;10 83;SÖLVESBORG;SÖLVESBORGS FÖRSAMLING;35.028;34.118;21.82;12.04;0.258;0.91
2023;12 14;SVALÖV;BILLEBERGA-SIREKÖPINGE FÖRSAMLING;33.448;32.178;20.74;11.18;0.258;1.27
2023;12 14;SVALÖV;KÅGERÖD-RÖSTÅNGA FÖRSAMLING;33.608;32.178;20.74;11.18;0.258;1.43
2023;12 14;SVALÖV;SVALÖVS FÖRSAMLING;33.448;32.178;20.74;11.18;0.258;1.27
2023;12 14;SVALÖV;TECKOMATORPS FÖRSAMLING;33.448;32.178;20.74;11.18;0.258;1.27
2023;12 30;STAFFANSTORP;S:T STAFFANS FÖRSAMLING;31.398;30.528;19.09;11.18;0.258;0.87
2023;12 30;STAFFANSTORP;UPPÅKRA FÖRSAMLING;31.718;30.528;19.09;11.18;0.258;1.19
2023;12 31;BURLÖV;BURLÖVS FÖRSAMLING;32.378;31.528;20.09;11.18;0.258;0.85
2023;12 33;VELLINGE;HÖLLVIKENS FÖRSAMLING;30.788;29.938;18.50;11.18;0.258;0.85
2023;12 33;VELLINGE;SKANÖR-FALSTERBO FÖRSAMLING;30.788;29.938;18.50;11.18;0.258;0.85
2023;12 33;VELLINGE;VELLINGE-MÅNSTORPS FÖRSAMLING;31.028;29.938;18.50;11.18;0.258;1.09
2023;12 56;ÖSTRA GÖINGE;BROBY-EMMISLÖVS FÖRSAMLING;33.658;32.428;20.99;11.18;0.258;1.23
2023;12 56;ÖSTRA GÖINGE;GLIMÅKRA-HJÄRSÅS FÖRSAMLING;33.648;32.428;20.99;11.18;0.258;1.22
2023;12 56;ÖSTRA GÖINGE;KNISLINGE-GRYTS FÖRSAMLING;33.648;32.428;20.99;11.18;0.258;1.22
2023;12 56;ÖSTRA GÖINGE;KVIINGE FÖRSAMLING;33.648;32.428;20.99;11.18;0.258;1.22
2023;12 57;ÖRKELLJUNGA;RYA FÖRSAMLING;31.678;30.498;19.06;11.18;0.258;1.18
2023;12 57;ÖRKELLJUNGA;SKÅNES-FAGERHULTS FÖRSAMLING;31.678;30.498;19.06;11.18;0.258;1.18
2023;12 57;ÖRKELLJUNGA;ÖRKELLJUNGA FÖRSAMLING;31.678;30.498;19.06;11.18;0.258;1.18
2023;12 60;BJUV;BJUVS FÖRSAMLING;33.508;32.428;20.99;11.18;0.258;1.08
2023;12 61;KÄVLINGE;DÖSJEBRO FÖRSAMLING;30.708;29.948;18.51;11.18;0.258;0.76
2023;12 61;KÄVLINGE;KÄVLINGE FÖRSAMLING;31.048;29.948;18.51;11.18;0.258;1.10
2023;12 61;KÄVLINGE;LACKALÄNGA-STÄVIE FÖRSAMLING;31.278;29.948;18.51;11.18;0.258;1.33
2023;12 61;KÄVLINGE;LÖDDEBYGDENS FÖRSAMLING;31.018;29.948;18.51;11.18;0.258;1.07
2023;12 62;LOMMA;BJÄRREDS FÖRSAMLING;32.158;31.078;19.64;11.18;0.258;1.08
2023;12 62;LOMMA;LOMMA FÖRSAMLING;31.898;31.078;19.64;11.18;0.258;0.82
2023;12 63;SVEDALA;SVEDALA FÖRSAMLING;32.558;31.678;20.24;11.18;0.258;0.88
2023;12 63;SVEDALA;VÄRBY FÖRSAMLING;32.598;31.678;20.24;11.18;0.258;0.92
2023;12 64;SKURUP;SKIVARPS FÖRSAMLING;33.168;31.858;20.42;11.18;0.258;1.31
2023;12 64;SKURUP;SKURUPS FÖRSAMLING;32.938;31.858;20.42;11.18;0.258;1.08
2023;12 64;SKURUP;VILLIE FÖRSAMLING;33.168;31.858;20.42;11.18;0.258;1.31
2023;12 65;SJÖBO;BLENTARPS FÖRSAMLING;33.538;32.358;20.92;11.18;0.258;1.18
2023;12 65;SJÖBO;LÖVESTADS FÖRSAMLING;33.518;32.358;20.92;11.18;0.258;1.16
2023;12 65;SJÖBO;SJÖBO FÖRSAMLING;33.238;32.358;20.92;11.18;0.258;0.88
2023;12 65;SJÖBO;VOLLSJÖ FÖRSAMLING;33.618;32.358;20.92;11.18;0.258;1.26
2023;12 66;HÖRBY;HÖRBY FÖRSAMLING;33.648;32.518;21.08;11.18;0.258;1.13
2023;12 67;HÖÖR;HÖÖRS FÖRSAMLING;34.318;33.188;21.75;11.18;0.258;1.13
2023;12 67;HÖÖR;RINGSJÖ FÖRSAMLING;34.468;33.188;21.75;11.18;0.258;1.28
2023;12 70;TOMELILLA;BRÖSARP-TRANÅS FÖRSAMLING;33.368;32.048;20.61;11.18;0.258;1.32
2023;12 70;TOMELILLA;SMEDSTORPS FÖRSAMLING;33.488;32.048;20.61;11.18;0.258;1.44
2023;12 70;TOMELILLA;TOMELILLABYGDENS FÖRSAMLING;33.158;32.048;20.61;11.18;0.258;1.11
2023;12 72;BROMÖLLA;IVETOFTA-GUALÖVS FÖRSAMLING;34.998;33.998;22.56;11.18;0.258;1.00
2023;12 72;BROMÖLLA;NÄSUMS FÖRSAMLING;34.998;33.998;22.56;11.18;0.258;1.00
2023;12 73;OSBY;LOSHULTS FÖRSAMLING;34.738;33.698;22.26;11.18;0.258;1.04
2023;12 73;OSBY;OSBY-VISSELTOFTA FÖRSAMLING;34.738;33.698;22.26;11.18;0.258;1.04
2023;12 73;OSBY;ÖRKENEDS FÖRSAMLING;34.738;33.698;22.26;11.18;0.258;1.04
2023;12 75;PERSTORP;PERSTORPS FÖRSAMLING;33.448;32.248;20.81;11.18;0.258;1.20
2023;12 76;KLIPPAN;KLIPPANS FÖRSAMLING;33.338;32.188;20.75;11.18;0.258;1.15
2023;12 76;KLIPPAN;RISEBERGA-FÄRINGTOFTA FÖRSAMLING;33.338;32.188;20.75;11.18;0.258;1.15
2023;12 76;KLIPPAN;ÖSTRA LJUNGBY FÖRSAMLING;33.338;32.188;20.75;11.18;0.258;1.15
2023;12 77;ÅSTORP;BJÖRNEKULLA-VÄSTRA BROBY FÖRSAMLING;32.908;31.728;20.29;11.18;0.258;1.18
2023;12 77;ÅSTORP;KVIDINGE FÖRSAMLING;33.158;31.728;20.29;11.18;0.258;1.43
2023;12 78;BÅSTAD;BÅSTAD-ÖSTRA KARUPS FÖRSAMLING;32.998;31.668;20.23;11.18;0.258;1.33
2023;12 78;BÅSTAD;FÖRSLÖV-GREVIE FÖRSAMLING;32.928;31.668;20.23;11.18;0.258;1.26
2023;12 78;BÅSTAD;TOREKOVS FÖRSAMLING;32.998;31.668;20.23;11.18;0.258;1.33
2023;12 78;BÅSTAD;VÄSTRA KARUP-HOVS FÖRSAMLING;32.998;31.668;20.23;11.18;0.258;1.33
2023;12 80;MALMÖ;FOSIE FÖRSAMLING;33.608;32.678;21.24;11.18;0.258;0.93
2023;12 80;MALMÖ;HUSIE FÖRSAMLING;33.608;32.678;21.24;11.18;0.258;0.93
2023;12 80;MALMÖ;HYLLIE FÖRSAMLING;33.608;32.678;21.24;11.18;0.258;0.93
2023;12 80;MALMÖ;LIMHAMNS FÖRSAMLING;33.608;32.678;21.24;11.18;0.258;0.93
2023;12 80;MALMÖ;MALMÖ S:T JOHANNES FÖRSAMLING;33.608;32.678;21.24;11.18;0.258;0.93
2023;12 80;MALMÖ;MALMÖ S:T PETRI FÖRSAMLING;33.608;32.678;21.24;11.18;0.258;0.93
2023;12 81;LUND;DALBY FÖRSAMLING;33.808;32.678;21.24;11.18;0.258;1.13
2023;12 81;LUND;GENARPS FÖRSAMLING;33.808;32.678;21.24;11.18;0.258;1.13
2023;12 81;LUND;HELGEANDS FÖRSAMLING;33.678;32.678;21.24;11.18;0.258;1.00
2023;12 81;LUND;LUNDS ALLHELGONAFÖRSAMLING;33.678;32.678;21.24;11.18;0.258;1.00
2023;12 81;LUND;LUNDS DOMKYRKOFÖRSAMLING;33.678;32.678;21.24;11.18;0.258;1.00
2023;12 81;LUND;LUNDS ÖSTRA STADSFÖRSAMLING;33.678;32.678;21.24;11.18;0.258;1.00
2023;12 81;LUND;NORRA NÖBBELÖVS FÖRSAMLING;33.678;32.678;21.24;11.18;0.258;1.00
2023;12 81;LUND;S:T PETERS KLOSTERS FÖRSAMLING;33.678;32.678;21.24;11.18;0.258;1.00
2023;12 81;LUND;SÖDRA SANDBY FÖRSAMLING;33.708;32.678;21.24;11.18;0.258;1.03
2023;12 81;LUND;TORNS FÖRSAMLING;33.678;32.678;21.24;11.18;0.258;1.00
2023;12 81;LUND;VEBERÖDS FÖRSAMLING;33.728;32.678;21.24;11.18;0.258;1.05
2023;12 82;LANDSKRONA;HÄLJARPS FÖRSAMLING;32.758;31.678;20.24;11.18;0.258;1.08
2023;12 82;LANDSKRONA;KVISTOFTA FÖRSAMLING;32.708;31.678;20.24;11.18;0.258;1.03
2023;12 82;LANDSKRONA;LANDSKRONA FÖRSAMLING;32.678;31.678;20.24;11.18;0.258;1.00
2023;12 83;HELSINGBORG;ALLERUMS FÖRSAMLING;32.653;31.648;20.21;11.18;0.258;1.005
2023;12 83;HELSINGBORG;FLENINGE FÖRSAMLING;32.653;31.648;20.21;11.18;0.258;1.005
2023;12 83;HELSINGBORG;HELSINGBORGS GUSTAV ADOLFS FÖRSAMLIN;32.678;31.648;20.21;11.18;0.258;1.03
2023;12 83;HELSINGBORG;HELSINGBORGS MARIA FÖRSAMLING;32.678;31.648;20.21;11.18;0.258;1.03
2023;12 83;HELSINGBORG;KROPPS FÖRSAMLING;32.898;31.648;20.21;11.18;0.258;1.25
2023;12 83;HELSINGBORG;KVISTOFTA FÖRSAMLING;32.678;31.648;20.21;11.18;0.258;1.03
2023;12 83;HELSINGBORG;LANDSKRONA FÖRSAMLING;32.648;31.648;20.21;11.18;0.258;1.00
2023;12 83;HELSINGBORG;RAUS FÖRSAMLING;32.678;31.648;20.21;11.18;0.258;1.03
2023;12 83;HELSINGBORG;VÄLINGE-KATTARPS FÖRSAMLING;32.653;31.648;20.21;11.18;0.258;1.005
2023;12 84;HÖGANÄS;BRUNNBY FÖRSAMLING;32.398;31.168;19.73;11.18;0.258;1.23
2023;12 84;HÖGANÄS;FARHULT-JONSTORPS FÖRSAMLING;32.188;31.168;19.73;11.18;0.258;1.02
2023;12 84;HÖGANÄS;HÖGANÄS FÖRSAMLING;32.178;31.168;19.73;11.18;0.258;1.01
2023;12 84;HÖGANÄS;VIKENS FÖRSAMLING;32.188;31.168;19.73;11.18;0.258;1.02
2023;12 84;HÖGANÄS;VÄSBY FÖRSAMLING;32.188;31.168;19.73;11.18;0.258;1.02
2023;12 85;ESLÖV;ESLÖVS FÖRSAMLING;32.918;31.978;20.54;11.18;0.258;0.94
2023;12 85;ESLÖV;MARIEHOLMS FÖRSAMLING;32.918;31.978;20.54;11.18;0.258;0.94
2023;12 85;ESLÖV;RINGSJÖ FÖRSAMLING;33.258;31.978;20.54;11.18;0.258;1.28
2023;12 85;ESLÖV;ÖSTRA ONSJÖ FÖRSAMLING;32.918;31.978;20.54;11.18;0.258;0.94
2023;12 86;YSTAD;LJUNITS FÖRSAMLING;32.893;31.548;20.11;11.18;0.258;1.345
2023;12 86;YSTAD;LÖDERUPS FÖRSAMLING;32.818;31.548;20.11;11.18;0.258;1.27
2023;12 86;YSTAD;STORA KÖPINGE FÖRSAMLING;32.748;31.548;20.11;11.18;0.258;1.20
2023;12 86;YSTAD;YSTAD-SÖVESTADS FÖRSAMLING;32.598;31.548;20.11;11.18;0.258;1.05
2023;12 87;TRELLEBORG;ANDERSLÖVS FÖRSAMLING;33.018;31.838;20.40;11.18;0.258;1.18
2023;12 87;TRELLEBORG;DALKÖPINGE FÖRSAMLING;32.848;31.838;20.40;11.18;0.258;1.01
2023;12 87;TRELLEBORG;HAMMARLÖVS FÖRSAMLING;32.958;31.838;20.40;11.18;0.258;1.12
2023;12 87;TRELLEBORG;KÄLLSTORPS FÖRSAMLING;33.058;31.838;20.40;11.18;0.258;1.22
2023;12 87;TRELLEBORG;TRELLEBORGS FÖRSAMLING;32.768;31.838;20.40;11.18;0.258;0.93
2023;12 90;KRISTIANSTAD;ARASLÖVS FÖRSAMLING;34.028;32.898;21.46;11.18;0.258;1.13
2023;12 90;KRISTIANSTAD;DEGEBERGA-EVERÖDS FÖRSAMLING;34.198;32.898;21.46;11.18;0.258;1.30
2023;12 90;KRISTIANSTAD;FJÄLKINGE FÖRSAMLING;34.308;32.898;21.46;11.18;0.258;1.41
2023;12 90;KRISTIANSTAD;KRISTIANSTADS HELIGA TREFALDIGHETS F;33.818;32.898;21.46;11.18;0.258;0.92
2023;12 90;KRISTIANSTAD;KÖPINGE FÖRSAMLING;34.078;32.898;21.46;11.18;0.258;1.18
2023;12 90;KRISTIANSTAD;NORRA ÅSUMS FÖRSAMLING;33.818;32.898;21.46;11.18;0.258;0.92
2023;12 90;KRISTIANSTAD;NOSABY FÖRSAMLING;33.968;32.898;21.46;11.18;0.258;1.07
2023;12 90;KRISTIANSTAD;OPPMANNA-VÅNGA FÖRSAMLING;34.228;32.898;21.46;11.18;0.258;1.33
2023;12 90;KRISTIANSTAD;TOLLARPS FÖRSAMLING;34.228;32.898;21.46;11.18;0.258;1.33
2023;12 90;KRISTIANSTAD;TRÄNE-DJURRÖDS FÖRSAMLING;34.078;32.898;21.46;11.18;0.258;1.18
2023;12 90;KRISTIANSTAD;VÄ-SKEPPARSLÖVS FÖRSAMLING;34.078;32.898;21.46;11.18;0.258;1.18
2023;12 90;KRISTIANSTAD;ÅHUS FÖRSAMLING;33.768;32.898;21.46;11.18;0.258;0.87
2023;12 91;SIMRISHAMN;GÄRSNÄS FÖRSAMLING;33.232;31.948;20.51;11.18;0.258;1.284
2023;12 91;SIMRISHAMN;KIVIKS FÖRSAMLING;33.378;31.948;20.51;11.18;0.258;1.43
2023;12 91;SIMRISHAMN;SIMRISHAMNS FÖRSAMLING;33.248;31.948;20.51;11.18;0.258;1.30
2023;12 92;ÄNGELHOLM;BARKÅKRA FÖRSAMLING;32.738;31.728;20.29;11.18;0.258;1.01
2023;12 92;ÄNGELHOLM;HJÄRNARP-TÅSTARPS FÖRSAMLING;33.118;31.728;20.29;11.18;0.258;1.39
2023;12 92;ÄNGELHOLM;MUNKA LJUNGBY FÖRSAMLING;33.078;31.728;20.29;11.18;0.258;1.35
2023;12 92;ÄNGELHOLM;STRÖVELSTORPS FÖRSAMLING;33.098;31.728;20.29;11.18;0.258;1.37
2023;12 92;ÄNGELHOLM;ÄNGELHOLMS FÖRSAMLING;32.768;31.728;20.29;11.18;0.258;1.04
2023;12 93;HÄSSLEHOLM;FARSTORPS FÖRSAMLING;33.788;32.638;21.20;11.18;0.258;1.15
2023;12 93;HÄSSLEHOLM;HÄSSLEHOLMS FÖRSAMLING;33.648;32.638;21.20;11.18;0.258;1.01
2023;12 93;HÄSSLEHOLM;NORRA ÅKARPS FÖRSAMLING;33.788;32.638;21.20;11.18;0.258;1.15
2023;12 93;HÄSSLEHOLM;SÖSDALA FÖRSAMLING;33.958;32.638;21.20;11.18;0.258;1.32
2023;12 93;HÄSSLEHOLM;TYRINGE FÖRSAMLING;33.918;32.638;21.20;11.18;0.258;1.28
2023;12 93;HÄSSLEHOLM;VANKIVA FÖRSAMLING;33.788;32.638;21.20;11.18;0.258;1.15
2023;12 93;HÄSSLEHOLM;VERUMS FÖRSAMLING;33.868;32.638;21.20;11.18;0.258;1.23
2023;12 93;HÄSSLEHOLM;VINSLÖVS FÖRSAMLING;33.918;32.638;21.20;11.18;0.258;1.28
2023;12 93;HÄSSLEHOLM;VITTSJÖ FÖRSAMLING;33.868;32.638;21.20;11.18;0.258;1.23
2023;13 15;HYLTE;FEMSJÖ FÖRSAMLING;34.808;33.108;21.45;11.40;0.258;1.70
2023;13 15;HYLTE;FÄRGARYDS FÖRSAMLING;34.808;33.108;21.45;11.40;0.258;1.70
2023;13 15;HYLTE;LÅNGARYDS FÖRSAMLING;34.808;33.108;21.45;11.40;0.258;1.70
2023;13 15;HYLTE;TORUPS FÖRSAMLING;34.408;33.108;21.45;11.40;0.258;1.30
2023;13 15;HYLTE;UNNARYDS FÖRSAMLING;34.808;33.108;21.45;11.40;0.258;1.70
2023;13 80;HALMSTAD;ENSLÖVS FÖRSAMLING;34.028;32.638;20.98;11.40;0.258;1.39
2023;13 80;HALMSTAD;GETINGE-RÄVINGE FÖRSAMLING;34.028;32.638;20.98;11.40;0.258;1.39
2023;13 80;HALMSTAD;HALMSTADS FÖRSAMLING;33.738;32.638;20.98;11.40;0.258;1.10
2023;13 80;HALMSTAD;HARPLINGE-STENINGE FÖRSAMLING;33.738;32.638;20.98;11.40;0.258;1.10
2023;13 80;HALMSTAD;OSKARSTRÖMS FÖRSAMLING;34.028;32.638;20.98;11.40;0.258;1.39
2023;13 80;HALMSTAD;SLÄTTÅKRA-KVIBILLE FÖRSAMLING;34.028;32.638;20.98;11.40;0.258;1.39
2023;13 80;HALMSTAD;SNÖSTORPS FÖRSAMLING;33.818;32.638;20.98;11.40;0.258;1.18
2023;13 80;HALMSTAD;SÖNDRUM-VAPNÖ FÖRSAMLING;33.603;32.638;20.98;11.40;0.258;0.965
2023;13 81;LAHOLM;HASSLÖV-VÅXTORPS FÖRSAMLING;33.438;32.238;20.58;11.40;0.258;1.20
2023;13 81;LAHOLM;KNÄRED-HISHULTS FÖRSAMLING;33.438;32.238;20.58;11.40;0.258;1.20
2023;13 81;LAHOLM;LAHOLMS FÖRSAMLING;33.358;32.238;20.58;11.40;0.258;1.12
2023;13 81;LAHOLM;RÄNNESLÖV-YSBY FÖRSAMLING;33.438;32.238;20.58;11.40;0.258;1.20
2023;13 81;LAHOLM;SKUMMESLÖVS FÖRSAMLING;33.358;32.238;20.58;11.40;0.258;1.12
2023;13 81;LAHOLM;VEINGE-TJÄRBY FÖRSAMLING;33.438;32.238;20.58;11.40;0.258;1.20
2023;13 82;FALKENBERG;FAGEREDS FÖRSAMLING;34.058;32.758;21.10;11.40;0.258;1.30
2023;13 82;FALKENBERG;FALKENBERGS FÖRSAMLING;34.058;32.758;21.10;11.40;0.258;1.30
2023;13 82;FALKENBERG;GUNNARPS FÖRSAMLING;34.058;32.758;21.10;11.40;0.258;1.30
2023;13 82;FALKENBERG;KÄLLSJÖ FÖRSAMLING;34.058;32.758;21.10;11.40;0.258;1.30
2023;13 82;FALKENBERG;MORUPS FÖRSAMLING;34.058;32.758;21.10;11.40;0.258;1.30
2023;13 82;FALKENBERG;OKOME FÖRSAMLING;34.058;32.758;21.10;11.40;0.258;1.30
2023;13 82;FALKENBERG;SKREA FÖRSAMLING;34.058;32.758;21.10;11.40;0.258;1.30
2023;13 82;FALKENBERG;STAFSINGE FÖRSAMLING;34.058;32.758;21.10;11.40;0.258;1.30
2023;13 82;FALKENBERG;SUSEDALENS FÖRSAMLING;34.058;32.758;21.10;11.40;0.258;1.30
2023;13 82;FALKENBERG;ULLAREDS FÖRSAMLING;34.058;32.758;21.10;11.40;0.258;1.30
2023;13 82;FALKENBERG;VESSIGE FÖRSAMLING;34.058;32.758;21.10;11.40;0.258;1.30
2023;13 82;FALKENBERG;VINBERG-LJUNGBY FÖRSAMLING;34.058;32.758;21.10;11.40;0.258;1.30
2023;13 82;FALKENBERG;ÄLVSEREDS FÖRSAMLING;34.058;32.758;21.10;11.40;0.258;1.30
2023;13 83;VARBERG;HIMLEDALENS FÖRSAMLING;33.398;31.988;20.33;11.40;0.258;1.41
2023;13 83;VARBERG;LINDBERGA FÖRSAMLING;33.278;31.988;20.33;11.40;0.258;1.29
2023;13 83;VARBERG;SIBBARP-DAGSÅS FÖRSAMLING;33.398;31.988;20.33;11.40;0.258;1.41
2023;13 83;VARBERG;SPANNARPS FÖRSAMLING;33.398;31.988;20.33;11.40;0.258;1.41
2023;13 83;VARBERG;TRÄSLÖVS FÖRSAMLING;33.008;31.988;20.33;11.40;0.258;1.02
2023;13 83;VARBERG;TVÅÅKERS FÖRSAMLING;33.398;31.988;20.33;11.40;0.258;1.41
2023;13 83;VARBERG;VARBERGS FÖRSAMLING;32.878;31.988;20.33;11.40;0.258;0.89
2023;13 83;VARBERG;VEDDIGE-KUNGSÄTERS FÖRSAMLING;33.378;31.988;20.33;11.40;0.258;1.39
2023;13 83;VARBERG;VÄRÖ-STRÅVALLA FÖRSAMLING;33.178;31.988;20.33;11.40;0.258;1.19
2023;13 84;KUNGSBACKA;FJÄRÅS-FÖRLANDA FÖRSAMLING;34.178;32.988;21.33;11.40;0.258;1.19
2023;13 84;KUNGSBACKA;FRILLESÅS FÖRSAMLING;34.328;32.988;21.33;11.40;0.258;1.34
2023;13 84;KUNGSBACKA;GÄLLINGE FÖRSAMLING;34.328;32.988;21.33;11.40;0.258;1.34
2023;13 84;KUNGSBACKA;IDALA FÖRSAMLING;34.328;32.988;21.33;11.40;0.258;1.34
2023;13 84;KUNGSBACKA;KULLAVIKS FÖRSAMLING;34.028;32.988;21.33;11.40;0.258;1.04
2023;13 84;KUNGSBACKA;KUNGSBACKA-HANHALS FÖRSAMLING;34.078;32.988;21.33;11.40;0.258;1.09
