År;Församlings-kod;Kommun;Församling;Summa, inkl. kyrkoavgift;Summa, exkl. kyrkoavgift;Kommunal-skatt;Landstings-skatt;Begravnings-avgift;Kyrkoavgift
2023;05 81;NORRKÖPING;KOLMÅRDENS FÖRSAMLING;34.528;33.558;21.75;11.55;0.258;0.97
2023;05 81;NORRKÖPING;NORRKÖPINGS BORGS FÖRSAMLING;34.528;33.558;21.75;11.55;0.258;0.97
2023;05 81;NORRKÖPING;NORRKÖPINGS S:T JOHANNES FÖRSAMLING;34.528;33.558;21.75;11.55;0.258;0.97
2023;05 81;NORRKÖPING;NORRKÖPINGS S:T OLOFS FÖRSAMLING;34.528;33.558;21.75;11.55;0.258;0.97
2023;05 81;NORRKÖPING;VÄSTRA VIKBOLANDETS FÖRSAMLING;35.008;33.558;21.75;11.55;0.258;1.45
2023;05 81;NORRKÖPING;ÖSTRA HUSBY FÖRSAMLING;35.058;33.558;21.75;11.55;0.258;1.50
2023;05 82;SÖDERKÖPING;SÖDERKÖPING S:T ANNA FÖRSAMLING;34.403;32.988;21.18;11.55;0.258;1.415
2023;05 82;SÖDERKÖPING;ÖSTRA RYDS FÖRSAMLING;34.538;32.988;21.18;11.55;0.258;1.55
2023;05 83;MOTALA;ASKA FÖRSAMLING;34.708;33.508;21.70;11.55;0.258;1.20
2023;05 83;MOTALA;BORENSBERGS FÖRSAMLING;34.708;33.508;21.70;11.55;0.258;1.20
2023;05 83;MOTALA;FORNÅSA FÖRSAMLING;34.708;33.508;21.70;11.55;0.258;1.20
2023;05 83;MOTALA;GODEGÅRDS FÖRSAMLING;34.708;33.508;21.70;11.55;0.258;1.20
2023;05 83;MOTALA;KLOCKRIKE FÖRSAMLING;34.708;33.508;21.70;11.55;0.258;1.20
2023;05 83;MOTALA;MOTALA FÖRSAMLING;34.378;33.508;21.70;11.55;0.258;0.87
2023;05 83;MOTALA;TJÄLLMO FÖRSAMLING;34.708;33.508;21.70;11.55;0.258;1.20
2023;05 83;MOTALA;VÄSTRA NY FÖRSAMLING;34.708;33.508;21.70;11.55;0.258;1.20
2023;05 84;VADSTENA;ASKA FÖRSAMLING;35.808;34.608;22.80;11.55;0.258;1.20
2023;05 84;VADSTENA;DALS FÖRSAMLING;35.888;34.608;22.80;11.55;0.258;1.28
2023;05 84;VADSTENA;VADSTENA FÖRSAMLING;35.888;34.608;22.80;11.55;0.258;1.28
2023;05 86;MJÖLBY;MJÖLBY FÖRSAMLING;34.858;33.708;21.90;11.55;0.258;1.15
2023;05 86;MJÖLBY;SKÄNNINGE FÖRSAMLING;34.858;33.708;21.90;11.55;0.258;1.15
2023;05 86;MJÖLBY;VIFOLKA FÖRSAMLING;34.858;33.708;21.90;11.55;0.258;1.15
2023;05 86;MJÖLBY;VÄDERSTADS FÖRSAMLING;34.858;33.708;21.90;11.55;0.258;1.15
2023;05 86;MJÖLBY;ÖSTRA TOLLSTADS FÖRSAMLING;34.858;33.708;21.90;11.55;0.258;1.15
2023;06 04;ANEBY;ANEBY FÖRSAMLING;35.528;34.108;22.09;11.76;0.258;1.42
2023;06 04;ANEBY;ASKERYDS FÖRSAMLING;35.528;34.108;22.09;11.76;0.258;1.42
2023;06 04;ANEBY;FRINNARYDS FÖRSAMLING;35.528;34.108;22.09;11.76;0.258;1.42
2023;06 04;ANEBY;HAURIDA-VIREDA FÖRSAMLING;35.528;34.108;22.09;11.76;0.258;1.42
2023;06 04;ANEBY;LOMMARYDS FÖRSAMLING;35.528;34.108;22.09;11.76;0.258;1.42
2023;06 17;GNOSJÖ;GNOSJÖ FÖRSAMLING;35.658;34.258;22.24;11.76;0.258;1.40
2023;06 17;GNOSJÖ;KULLTORPS FÖRSAMLING;35.758;34.258;22.24;11.76;0.258;1.50
2023;06 17;GNOSJÖ;KÄLLERYDS FÖRSAMLING;35.658;34.258;22.24;11.76;0.258;1.40
2023;06 17;GNOSJÖ;KÄVSJÖ FÖRSAMLING;35.658;34.258;22.24;11.76;0.258;1.40
2023;06 17;GNOSJÖ;ÅSENHÖGA FÖRSAMLING;35.658;34.258;22.24;11.76;0.258;1.40
2023;06 42;MULLSJÖ;MULLSJÖ-SANDHEMS FÖRSAMLING;35.493;34.358;22.34;11.76;0.258;1.135
2023;06 43;HABO;BRANDSTORPS FÖRSAMLING;35.373;34.188;22.17;11.76;0.258;1.185
2023;06 43;HABO;GUSTAV ADOLFS FÖRSAMLING;35.373;34.188;22.17;11.76;0.258;1.185
2023;06 43;HABO;HABO FÖRSAMLING;35.373;34.188;22.17;11.76;0.258;1.185
2023;06 62;GISLAVED;ANDERSTORPS FÖRSAMLING;35.188;34.008;21.99;11.76;0.258;1.18
2023;06 62;GISLAVED;BOSEBO FÖRSAMLING;35.188;34.008;21.99;11.76;0.258;1.18
2023;06 62;GISLAVED;BURSERYDS FÖRSAMLING;35.188;34.008;21.99;11.76;0.258;1.18
2023;06 62;GISLAVED;GISLAVEDS FÖRSAMLING;35.188;34.008;21.99;11.76;0.258;1.18
2023;06 62;GISLAVED;NORRA HESTRA FÖRSAMLING;35.188;34.008;21.99;11.76;0.258;1.18
2023;06 62;GISLAVED;VILLSTADS FÖRSAMLING;35.188;34.008;21.99;11.76;0.258;1.18
2023;06 62;GISLAVED;VÅTHULTS FÖRSAMLING;35.188;34.008;21.99;11.76;0.258;1.18
2023;06 62;GISLAVED;VÄSTBO SANKT SIGFRIDS FÖRSAMLING;35.188;34.008;21.99;11.76;0.258;1.18
2023;06 65;VAGGERYD;BYARUM-BONDSTORPS FÖRSAMLING;34.598;33.508;21.49;11.76;0.258;1.09
2023;06 65;VAGGERYD;SKILLINGARYDS FÖRSAMLING;34.678;33.508;21.49;11.76;0.258;1.17
2023;06 65;VAGGERYD;SVENARUMS FÖRSAMLING;34.598;33.508;21.49;11.76;0.258;1.09
2023;06 80;JÖNKÖPING;BANKERYDS FÖRSAMLING;34.988;33.658;21.64;11.76;0.258;1.33
2023;06 80;JÖNKÖPING;BARNARP-ÖDESTUGU FÖRSAMLING;34.948;33.658;21.64;11.76;0.258;1.29
2023;06 80;JÖNKÖPING;GRÄNNA FÖRSAMLING;35.188;33.658;21.64;11.76;0.258;1.53
2023;06 80;JÖNKÖPING;HAKARPS FÖRSAMLING;34.818;33.658;21.64;11.76;0.258;1.16
2023;06 80;JÖNKÖPING;HUSKVARNA FÖRSAMLING;34.818;33.658;21.64;11.76;0.258;1.16
2023;06 80;JÖNKÖPING;JÖNKÖPINGS FÖRSAMLING;34.668;33.658;21.64;11.76;0.258;1.01
2023;06 80;JÖNKÖPING;LEKERYDS FÖRSAMLING;35.158;33.658;21.64;11.76;0.258;1.50
2023;06 80;JÖNKÖPING;MÅNSARPS FÖRSAMLING;34.838;33.658;21.64;11.76;0.258;1.18
2023;06 80;JÖNKÖPING;NORRA MO FÖRSAMLING;34.923;33.658;21.64;11.76;0.258;1.265
2023;06 80;JÖNKÖPING;NORRAHAMMARS FÖRSAMLING;34.858;33.658;21.64;11.76;0.258;1.20
2023;06 80;JÖNKÖPING;ROGBERGA-ÖGGESTORPS FÖRSAMLING;35.018;33.658;21.64;11.76;0.258;1.36
2023;06 80;JÖNKÖPING;SKÄRSTAD-ÖLMSTADS FÖRSAMLING;34.988;33.658;21.64;11.76;0.258;1.33
2023;06 80;JÖNKÖPING;VISINGSÖ FÖRSAMLING;35.188;33.658;21.64;11.76;0.258;1.53
2023;06 82;NÄSSJÖ;ALMESÅKRA FÖRSAMLING;35.458;34.558;22.54;11.76;0.258;0.90
2023;06 82;NÄSSJÖ;BARKERYD-FORSERUMS FÖRSAMLING;35.458;34.558;22.54;11.76;0.258;0.90
2023;06 82;NÄSSJÖ;BRINGETOFTA FÖRSAMLING;35.458;34.558;22.54;11.76;0.258;0.90
2023;06 82;NÄSSJÖ;MALMBÄCKS FÖRSAMLING;35.458;34.558;22.54;11.76;0.258;0.90
2023;06 82;NÄSSJÖ;NORRA SANDSJÖ FÖRSAMLING;35.458;34.558;22.54;11.76;0.258;0.90
2023;06 82;NÄSSJÖ;NORRA SOLBERGA-FLISBY FÖRSAMLING;35.958;34.558;22.54;11.76;0.258;1.40
2023;06 82;NÄSSJÖ;NÄSSJÖ FÖRSAMLING;35.458;34.558;22.54;11.76;0.258;0.90
2023;06 83;VÄRNAMO;BREDARYDS FÖRSAMLING;35.038;33.538;21.52;11.76;0.258;1.50
2023;06 83;VÄRNAMO;FORSHEDABYGDENS FÖRSAMLING;35.038;33.538;21.52;11.76;0.258;1.50
2023;06 83;VÄRNAMO;GÄLLARYDS FÖRSAMLING;35.048;33.538;21.52;11.76;0.258;1.51
2023;06 83;VÄRNAMO;KULLTORPS FÖRSAMLING;35.038;33.538;21.52;11.76;0.258;1.50
2023;06 83;VÄRNAMO;RYDAHOLMS FÖRSAMLING;34.838;33.538;21.52;11.76;0.258;1.30
2023;06 83;VÄRNAMO;TÅNNÖ FÖRSAMLING;35.048;33.538;21.52;11.76;0.258;1.51
2023;06 83;VÄRNAMO;VOXTORPS FÖRSAMLING;35.048;33.538;21.52;11.76;0.258;1.51
2023;06 83;VÄRNAMO;VÄRNAMO FÖRSAMLING;34.478;33.538;21.52;11.76;0.258;0.94
2023;06 84;SÄVSJÖ;STOCKARYDS FÖRSAMLING;35.188;33.938;21.92;11.76;0.258;1.25
2023;06 84;SÄVSJÖ;SÄVSJÖ FÖRSAMLING;35.188;33.938;21.92;11.76;0.258;1.25
2023;06 84;SÄVSJÖ;VRIGSTAD-HYLLETOFTA FÖRSAMLING;35.188;33.938;21.92;11.76;0.258;1.25
2023;06 85;VETLANDA;ALSEDA FÖRSAMLING;35.388;34.028;22.01;11.76;0.258;1.36
2023;06 85;VETLANDA;BJÖRKÖ FÖRSAMLING;35.388;34.028;22.01;11.76;0.258;1.36
2023;06 85;VETLANDA;BÄCKSEDA FÖRSAMLING;35.388;34.028;22.01;11.76;0.258;1.36
2023;06 85;VETLANDA;EKENÄSSJÖNS FÖRSAMLING;35.388;34.028;22.01;11.76;0.258;1.36
2023;06 85;VETLANDA;KORSBERGA FÖRSAMLING;35.388;34.028;22.01;11.76;0.258;1.36
2023;06 85;VETLANDA;LANNASKEDE FÖRSAMLING;35.388;34.028;22.01;11.76;0.258;1.36
2023;06 85;VETLANDA;NYE, NÄSHULTS OCH STENBERGA FÖRSAMLI;35.388;34.028;22.01;11.76;0.258;1.36
2023;06 85;VETLANDA;NÄSBY FÖRSAMLING;35.388;34.028;22.01;11.76;0.258;1.36
2023;06 85;VETLANDA;NÄVELSJÖ FÖRSAMLING;35.388;34.028;22.01;11.76;0.258;1.36
2023;06 85;VETLANDA;VETLANDA FÖRSAMLING;35.388;34.028;22.01;11.76;0.258;1.36
2023;06 86;EKSJÖ;EKSJÖ FÖRSAMLING;35.678;34.278;22.26;11.76;0.258;1.40
2023;06 86;EKSJÖ;HULT-EDSHULTS FÖRSAMLING;35.678;34.278;22.26;11.76;0.258;1.40
2023;06 86;EKSJÖ;HÄSSLEBY-KRÅKSHULTS FÖRSAMLING;35.678;34.278;22.26;11.76;0.258;1.40
2023;06 86;EKSJÖ;HÖREDA FÖRSAMLING;35.678;34.278;22.26;11.76;0.258;1.40
2023;06 86;EKSJÖ;INGATORP-BELLÖ FÖRSAMLING;35.678;34.278;22.26;11.76;0.258;1.40
2023;06 86;EKSJÖ;MELLBY FÖRSAMLING;35.678;34.278;22.26;11.76;0.258;1.40
2023;06 87;TRANÅS;ADELÖVS FÖRSAMLING;35.12;34.02;22.01;11.76;0.25;1.10
2023;06 87;TRANÅS;LINDERÅS FÖRSAMLING;35.12;34.02;22.01;11.76;0.25;1.10
2023;06 87;TRANÅS;SÄBY FÖRSAMLING;35.12;34.02;22.01;11.76;0.25;1.10
2023;07 60;UPPVIDINGE;LENHOVDA-HERRÅKRA FÖRSAMLING;35.408;34.058;21.80;12.00;0.258;1.35
2023;07 60;UPPVIDINGE;NOTTEBÄCKS FÖRSAMLING;35.408;34.058;21.80;12.00;0.258;1.35
2023;07 60;UPPVIDINGE;ÅSEDA FÖRSAMLING;35.408;34.058;21.80;12.00;0.258;1.35
2023;07 60;UPPVIDINGE;ÄLGHULTS FÖRSAMLING;35.408;34.058;21.80;12.00;0.258;1.35
2023;07 61;LESSEBO;LESSEBO FÖRSAMLING;35.398;34.068;21.81;12.00;0.258;1.33
2023;07 63;TINGSRYD;ALMUNDSRYDS FÖRSAMLING;35.758;34.258;22.00;12.00;0.258;1.50
2023;07 63;TINGSRYD;LINNERYDS FÖRSAMLING;35.758;34.258;22.00;12.00;0.258;1.50
2023;07 63;TINGSRYD;SÖDRA SANDSJÖ FÖRSAMLING;35.758;34.258;22.00;12.00;0.258;1.50
2023;07 63;TINGSRYD;TINGSÅS FÖRSAMLING;35.758;34.258;22.00;12.00;0.258;1.50
2023;07 63;TINGSRYD;URSHULTS FÖRSAMLING;35.758;34.258;22.00;12.00;0.258;1.50
2023;07 63;TINGSRYD;VÄCKELSÅNGS FÖRSAMLING;35.758;34.258;22.00;12.00;0.258;1.50
2023;07 63;TINGSRYD;ÄLMEBODA FÖRSAMLING;35.758;34.258;22.00;12.00;0.258;1.50
2023;07 64;ALVESTA;ALVESTA FÖRSAMLING;34.728;33.678;21.42;12.00;0.258;1.05
2023;07 64;ALVESTA;MISTELÅS FÖRSAMLING;34.898;33.678;21.42;12.00;0.258;1.22
2023;07 64;ALVESTA;MOHEDA FÖRSAMLING;34.898;33.678;21.42;12.00;0.258;1.22
2023;07 64;ALVESTA;SKATELÖVS FÖRSAMLING;35.098;33.678;21.42;12.00;0.258;1.42
2023;07 64;ALVESTA;SLÄTTHÖGS FÖRSAMLING;34.898;33.678;21.42;12.00;0.258;1.22
2023;07 64;ALVESTA;VISLANDA-BLÄDINGE FÖRSAMLING;34.928;33.678;21.42;12.00;0.258;1.25
2023;07 64;ALVESTA;VÄSTRA TORSÅS FÖRSAMLING;35.098;33.678;21.42;12.00;0.258;1.42
2023;07 65;ÄLMHULT;GÖTERYDS FÖRSAMLING;35.488;34.118;21.86;12.00;0.258;1.37
2023;07 65;ÄLMHULT;HALLARYDS FÖRSAMLING;35.488;34.118;21.86;12.00;0.258;1.37
2023;07 65;ÄLMHULT;PJÄTTERYDS FÖRSAMLING;35.488;34.118;21.86;12.00;0.258;1.37
2023;07 65;ÄLMHULT;STENBROHULTS FÖRSAMLING;35.328;34.118;21.86;12.00;0.258;1.21
2023;07 65;ÄLMHULT;VIRESTAD-HÄRLUNDA FÖRSAMLING;35.498;34.118;21.86;12.00;0.258;1.38
2023;07 65;ÄLMHULT;ÄLMHULTS FÖRSAMLING;35.268;34.118;21.86;12.00;0.258;1.15
2023;07 67;MARKARYD;HINNERYDS FÖRSAMLING;35.008;33.568;21.31;12.00;0.258;1.44
2023;07 67;MARKARYD;MARKARYDS FÖRSAMLING;34.618;33.568;21.31;12.00;0.258;1.05
2023;07 67;MARKARYD;TRARYDS FÖRSAMLING;35.008;33.568;21.31;12.00;0.258;1.44
2023;07 80;VÄXJÖ;DÄDESJÖ FÖRSAMLING;33.498;32.448;20.19;12.00;0.258;1.05
2023;07 80;VÄXJÖ;GEMLA FÖRSAMLING;33.498;32.448;20.19;12.00;0.258;1.05
2023;07 80;VÄXJÖ;GÅRDSBY FÖRSAMLING;33.498;32.448;20.19;12.00;0.258;1.05
2023;07 80;VÄXJÖ;HEMMESJÖ-FURUBY FÖRSAMLING;33.498;32.448;20.19;12.00;0.258;1.05
2023;07 80;VÄXJÖ;INGELSTADS FÖRSAMLING;33.498;32.448;20.19;12.00;0.258;1.05
2023;07 80;VÄXJÖ;KALVSVIKS FÖRSAMLING;33.498;32.448;20.19;12.00;0.258;1.05
2023;07 80;VÄXJÖ;LAMMHULTS FÖRSAMLING;33.498;32.448;20.19;12.00;0.258;1.05
2023;07 80;VÄXJÖ;SJÖSÅS FÖRSAMLING;33.498;32.448;20.19;12.00;0.258;1.05
2023;07 80;VÄXJÖ;SÖRABY FÖRSAMLING;33.498;32.448;20.19;12.00;0.258;1.05
2023;07 80;VÄXJÖ;TÄVELSÅS FÖRSAMLING;33.498;32.448;20.19;12.00;0.258;1.05
2023;07 80;VÄXJÖ;VEDERSLÖVS FÖRSAMLING;33.498;32.448;20.19;12.00;0.258;1.05
2023;07 80;VÄXJÖ;VÄXJÖ STADS- OCH DOMKYRKOFÖRSAMLING;33.498;32.448;20.19;12.00;0.258;1.05
2023;07 80;VÄXJÖ;ÖJABY FÖRSAMLING;33.498;32.448;20.19;12.00;0.258;1.05
2023;07 81;LJUNGBY;AGUNNARYDS FÖRSAMLING;34.938;33.328;21.07;12.00;0.258;1.61
2023;07 81;LJUNGBY;ANGELSTADS FÖRSAMLING;34.528;33.328;21.07;12.00;0.258;1.20
2023;07 81;LJUNGBY;ANNERSTADS FÖRSAMLING;34.528;33.328;21.07;12.00;0.258;1.20
2023;07 81;LJUNGBY;BERGA FÖRSAMLING;34.738;33.328;21.07;12.00;0.258;1.41
2023;07 81;LJUNGBY;BOLMSÖ FÖRSAMLING;34.738;33.328;21.07;12.00;0.258;1.41
2023;07 81;LJUNGBY;DÖRARPS FÖRSAMLING;34.738;33.328;21.07;12.00;0.258;1.41
2023;07 81;LJUNGBY;LIDHULTS FÖRSAMLING;34.528;33.328;21.07;12.00;0.258;1.20
2023;07 81;LJUNGBY;LJUNGBY FÖRSAMLING;34.528;33.328;21.07;12.00;0.258;1.20
2023;07 81;LJUNGBY;LJUNGBY MARIA FÖRSAMLING;34.528;33.328;21.07;12.00;0.258;1.20
2023;07 81;LJUNGBY;ODENSJÖ FÖRSAMLING;34.528;33.328;21.07;12.00;0.258;1.20
2023;07 81;LJUNGBY;RYSSBY FÖRSAMLING;34.938;33.328;21.07;12.00;0.258;1.61
2023;07 81;LJUNGBY;SÖDRA LJUNGA FÖRSAMLING;34.768;33.328;21.07;12.00;0.258;1.44
2023;07 81;LJUNGBY;TANNÅKERS FÖRSAMLING;34.738;33.328;21.07;12.00;0.258;1.41
2023;07 81;LJUNGBY;TORPA FÖRSAMLING;34.528;33.328;21.07;12.00;0.258;1.20
2023;07 81;LJUNGBY;TUTARYDS FÖRSAMLING;34.938;33.328;21.07;12.00;0.258;1.61
2023;07 81;LJUNGBY;VITTARYDS FÖRSAMLING;34.738;33.328;21.07;12.00;0.258;1.41
2023;07 81;LJUNGBY;VRÅ FÖRSAMLING;34.528;33.328;21.07;12.00;0.258;1.20
2023;08 21;HÖGSBY;FAGERHULTS FÖRSAMLING;35.548;34.328;22.21;11.86;0.258;1.22
2023;08 21;HÖGSBY;FÅGELFORS FÖRSAMLING;35.548;34.328;22.21;11.86;0.258;1.22
2023;08 21;HÖGSBY;HÖGSBY FÖRSAMLING;35.548;34.328;22.21;11.86;0.258;1.22
2023;08 21;HÖGSBY;LÅNGEMÅLA FÖRSAMLING;35.548;34.328;22.21;11.86;0.258;1.22
2023;08 34;TORSÅS;GULLABO FÖRSAMLING;34.798;33.548;21.43;11.86;0.258;1.25
2023;08 34;TORSÅS;SÖDERÅKRA FÖRSAMLING;34.798;33.548;21.43;11.86;0.258;1.25
2023;08 34;TORSÅS;TORSÅS FÖRSAMLING;34.798;33.548;21.43;11.86;0.258;1.25
2023;08 40;MÖRBYLÅNGA;GLÖMMINGE-ALGUTSRUMS FÖRSAMLING;35.878;34.328;22.21;11.86;0.258;1.55
2023;08 40;MÖRBYLÅNGA;HULTERSTAD-STENÅSA FÖRSAMLING;35.878;34.328;22.21;11.86;0.258;1.55
2023;08 40;MÖRBYLÅNGA;MÖRBYLÅNGA-KASTLÖSA FÖRSAMLING;35.878;34.328;22.21;11.86;0.258;1.55
2023;08 40;MÖRBYLÅNGA;NORRA MÖCKLEBY, SANDBY OCH GÅRDBY FÖ;35.878;34.328;22.21;11.86;0.258;1.55
2023;08 40;MÖRBYLÅNGA;RESMO-VICKLEBY FÖRSAMLING;35.878;34.328;22.21;11.86;0.258;1.55
2023;08 40;MÖRBYLÅNGA;SYDÖLANDS FÖRSAMLING;35.878;34.328;22.21;11.86;0.258;1.55
2023;08 40;MÖRBYLÅNGA;TORSLUNDA FÖRSAMLING;35.878;34.328;22.21;11.86;0.258;1.55
2023;08 60;HULTSFRED;HULTSFREDS FÖRSAMLING;35.368;34.028;21.91;11.86;0.258;1.34
2023;08 60;HULTSFRED;JÄREDA FÖRSAMLING;35.368;34.028;21.91;11.86;0.258;1.34
2023;08 60;HULTSFRED;LÖNNEBERGA FÖRSAMLING;35.368;34.028;21.91;11.86;0.258;1.34
2023;08 60;HULTSFRED;MÅLILLA MED GÅRDVEDA FÖRSAMLING;35.368;34.028;21.91;11.86;0.258;1.34
2023;08 60;HULTSFRED;MÖRLUNDA-TVETA FÖRSAMLING;35.368;34.028;21.91;11.86;0.258;1.34
2023;08 60;HULTSFRED;VENA FÖRSAMLING;35.368;34.028;21.91;11.86;0.258;1.34
2023;08 60;HULTSFRED;VIRSERUMS FÖRSAMLING;35.368;34.028;21.91;11.86;0.258;1.34
2023;08 61;MÖNSTERÅS;FLISERYDS FÖRSAMLING;35.348;34.328;22.21;11.86;0.258;1.02
2023;08 61;MÖNSTERÅS;MÖNSTERÅS FÖRSAMLING;35.348;34.328;22.21;11.86;0.258;1.02
2023;08 61;MÖNSTERÅS;ÅLEMS FÖRSAMLING;35.348;34.328;22.21;11.86;0.258;1.02
2023;08 62;EMMABODA;ALGUTSBODA FÖRSAMLING;35.278;34.078;21.96;11.86;0.258;1.20
2023;08 62;EMMABODA;EMMABODA FÖRSAMLING;35.278;34.078;21.96;11.86;0.258;1.20
2023;08 62;EMMABODA;LÅNGASJÖ FÖRSAMLING;35.278;34.078;21.96;11.86;0.258;1.20
2023;08 62;EMMABODA;VISSEFJÄRDA FÖRSAMLING;35.278;34.078;21.96;11.86;0.258;1.20
2023;08 80;KALMAR;ARBY-HAGBY FÖRSAMLING;35.368;33.928;21.81;11.86;0.258;1.44
2023;08 80;KALMAR;DÖRBY FÖRSAMLING;35.098;33.928;21.81;11.86;0.258;1.17
2023;08 80;KALMAR;FÖRLÖSA-KLÄCKEBERGA FÖRSAMLING;34.898;33.928;21.81;11.86;0.258;0.97
2023;08 80;KALMAR;HALLTORPS-VOXTORPS FÖRSAMLING;35.368;33.928;21.81;11.86;0.258;1.44
2023;08 80;KALMAR;HELIGA KORSETS FÖRSAMLING;35.058;33.928;21.81;11.86;0.258;1.13
2023;08 80;KALMAR;HOSSMO FÖRSAMLING;35.098;33.928;21.81;11.86;0.258;1.17
2023;08 80;KALMAR;KALMAR DOMKYRKOFÖRSAMLING;35.058;33.928;21.81;11.86;0.258;1.13
2023;08 80;KALMAR;KALMAR S:T JOHANNES FÖRSAMLING;35.058;33.928;21.81;11.86;0.258;1.13
2023;08 80;KALMAR;KARLSLUNDA-MORTORPS FÖRSAMLING;35.368;33.928;21.81;11.86;0.258;1.44
2023;08 80;KALMAR;LJUNGBY FÖRSAMLING;35.368;33.928;21.81;11.86;0.258;1.44
2023;08 80;KALMAR;RYSSBY FÖRSAMLING;35.178;33.928;21.81;11.86;0.258;1.25
2023;08 80;KALMAR;S:TA BIRGITTA FÖRSAMLING;35.058;33.928;21.81;11.86;0.258;1.13
2023;08 80;KALMAR;TVÅ SYSTRARS FÖRSAMLING;35.058;33.928;21.81;11.86;0.258;1.13
2023;08 80;KALMAR;ÅBY FÖRSAMLING;35.178;33.928;21.81;11.86;0.258;1.25
2023;08 81;NYBRO;BÄCKEBO FÖRSAMLING;35.618;34.448;22.33;11.86;0.258;1.17
2023;08 81;NYBRO;HÄLLEBERGA FÖRSAMLING;35.618;34.448;22.33;11.86;0.258;1.17
2023;08 81;NYBRO;KRISTVALLA FÖRSAMLING;35.618;34.448;22.33;11.86;0.258;1.17
2023;08 81;NYBRO;KRÅKSMÅLA FÖRSAMLING;35.618;34.448;22.33;11.86;0.258;1.17
2023;08 81;NYBRO;MADESJÖ FÖRSAMLING;35.618;34.448;22.33;11.86;0.258;1.17
2023;08 81;NYBRO;NYBRO-S:T SIGFRIDS FÖRSAMLING;35.618;34.448;22.33;11.86;0.258;1.17
2023;08 81;NYBRO;OSKARS FÖRSAMLING;35.618;34.448;22.33;11.86;0.258;1.17
2023;08 81;NYBRO;ÖRSJÖ FÖRSAMLING;35.618;34.448;22.33;11.86;0.258;1.17
2023;08 82;OSKARSHAMN;DÖDERHULTS FÖRSAMLING;35.668;34.468;22.35;11.86;0.258;1.20
2023;08 82;OSKARSHAMN;MISTERHULTS FÖRSAMLING;35.668;34.468;22.35;11.86;0.258;1.20
2023;08 82;OSKARSHAMN;OSKARSHAMNS FÖRSAMLING;35.608;34.468;22.35;11.86;0.258;1.14
2023;08 83;VÄSTERVIK;DALHEMS FÖRSAMLING;34.778;33.278;21.16;11.86;0.258;1.50
2023;08 83;VÄSTERVIK;GAMLEBY FÖRSAMLING;34.778;33.278;21.16;11.86;0.258;1.50
2023;08 83;VÄSTERVIK;GLADHAMMAR-VÄSTRUMS FÖRSAMLING;34.478;33.278;21.16;11.86;0.258;1.20
2023;08 83;VÄSTERVIK;HALLINGEBERG-BLACKSTADS FÖRSAMLING;34.478;33.278;21.16;11.86;0.258;1.20
2023;08 83;VÄSTERVIK;HJORTEDS FÖRSAMLING;34.478;33.278;21.16;11.86;0.258;1.20
2023;08 83;VÄSTERVIK;LOFTA FÖRSAMLING;34.778;33.278;21.16;11.86;0.258;1.50
2023;08 83;VÄSTERVIK;LOFTAHAMMARS FÖRSAMLING;34.778;33.278;21.16;11.86;0.258;1.50
2023;08 83;VÄSTERVIK;ODENSVI FÖRSAMLING;34.778;33.278;21.16;11.86;0.258;1.50
2023;08 83;VÄSTERVIK;TÖRNSFALLS FÖRSAMLING;34.478;33.278;21.16;11.86;0.258;1.20
2023;08 83;VÄSTERVIK;UKNA FÖRSAMLING;34.778;33.278;21.16;11.86;0.258;1.50
2023;08 83;VÄSTERVIK;VÄSTERVIKS FÖRSAMLING;34.478;33.278;21.16;11.86;0.258;1.20
2023;08 83;VÄSTERVIK;VÄSTRA EDS FÖRSAMLING;34.778;33.278;21.16;11.86;0.258;1.50
2023;08 83;VÄSTERVIK;ÖVERUMS FÖRSAMLING;34.778;33.278;21.16;11.86;0.258;1.50
2023;08 84;VIMMERBY;FRÖDINGE FÖRSAMLING;35.798;34.478;22.36;11.86;0.258;1.32
2023;08 84;VIMMERBY;LOCKNEVI FÖRSAMLING;35.798;34.478;22.36;11.86;0.258;1.32
2023;08 84;VIMMERBY;PELARNE FÖRSAMLING;35.798;34.478;22.36;11.86;0.258;1.32
2023;08 84;VIMMERBY;RUMSKULLA FÖRSAMLING;35.798;34.478;22.36;11.86;0.258;1.32
2023;08 84;VIMMERBY;SÖDRA VI-DJURSDALA FÖRSAMLING;35.978;34.478;22.36;11.86;0.258;1.50
2023;08 84;VIMMERBY;TUNA FÖRSAMLING;35.798;34.478;22.36;11.86;0.258;1.32
2023;08 84;VIMMERBY;VIMMERBY FÖRSAMLING;35.798;34.478;22.36;11.86;0.258;1.32
2023;08 85;BORGHOLM;BORGHOLMS FÖRSAMLING;35.238;33.698;21.58;11.86;0.258;1.54
2023;08 85;BORGHOLM;FÖRA-ALBÖKE-LÖTS FÖRSAMLING;35.238;33.698;21.58;11.86;0.258;1.54
2023;08 85;BORGHOLM;GÄRDSLÖSA, LÅNGLÖTS OCH RUNSTENS FÖR;35.238;33.698;21.58;11.86;0.258;1.54
2023;08 85;BORGHOLM;KÖPINGSVIKS FÖRSAMLING;35.238;33.698;21.58;11.86;0.258;1.54
2023;08 85;BORGHOLM;NORDÖLANDS FÖRSAMLING;35.238;33.698;21.58;11.86;0.258;1.54
2023;08 85;BORGHOLM;RÄPPLINGE-HÖGSRUMS FÖRSAMLING;35.238;33.698;21.58;11.86;0.258;1.54
